year,id,state,age,pid_3,race_7,educ_6,gender,understanding_poli_issue,interest_public_affairs,income_group,marital_stat,trust_ppl,religion_importance,traditional_values,abortion_allowed,environment_regulation,defense_spending,protect_homosexuals,immigrants_change6,gun_control,treatment,nationality,race,pid,education
2020,2020205744,SC,76,1,2,6,Female,Very well,,0 to 16 percentile,Widowed,Once in a while,"Yes, important",Neither agree nor disagree,"The law should permit abortion only in case of rape,",Much tougher regulations to protet the environment,2,Favor,Same as now,More difficult,Treatment1,American,Black non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020211350,CA,69,3,2,6,Male,Very well,,68 to 95 percentile,"Partners; not married (VOLUNTEERED [exc.1986,2012])",Most of the time,Little to no importance,Neither agree nor disagree,The law should permit abortion for reasons other than,5,4,Favor,Decreased a lot,More difficult,Treatment1,American,Black non-Hispanic,Republican,BA level degrees; advanced degrees incl. LLB
2020,2020303792,FL,0,3,1,3,Female,Moderately well,,0 to 16 percentile,Never married,About half the time,"Yes, important",Agree strongly,The law should permit abortion for reasons other than,6,6,Favor,Same as now,Keep these rules about the same,Treatment4,American,White non-Hispanic,Republican,"12 grades, diploma or equivalency"
2020,2020309202,SC,57,3,1,4,Male,Very well,,0 to 16 percentile,Married,Most of the time,"Yes, important",Agree strongly,"By law, abortion should never be permitted",6,Greatly increase defense spending,Oppose,Decreased a little,Keep these rules about the same,Treatment3,American,White non-Hispanic,Republican,"12 grades, diploma or equivalency plus non-academic"
2020,2020224035,TN,26,3,6,5,Female,Moderately well,,34 to 67 percentile,Married,About half the time,"Yes, important",Disagree somewhat,"The law should permit abortion only in case of rape,",DK; haven't thought much about it,5,Favor,Same as now,Keep these rules about the same,Treatment3,American,"Other or multiple races, non-Hispanic",Republican,"Some college, no degree; junior/community college"
2020,2020206440,TN,51,3,1,4,Male,Very well,,34 to 67 percentile,Married,Most of the time,"Yes, important",Agree strongly,"The law should permit abortion only in case of rape,",DK; haven't thought much about it,6,Favor,Same as now,More difficult,Treatment4,American,White non-Hispanic,Republican,"12 grades, diploma or equivalency plus non-academic"
2020,2020461834,NC,62,3,1,4,Female,Moderately well,,0 to 16 percentile,Divorced,Most of the time,"Yes, important",Agree strongly,DK; other,Regulations already too much of a burden on business,5,Favor,Same as now,Keep these rules about the same,Treatment3,American,White non-Hispanic,Republican,"12 grades, diploma or equivalency plus non-academic"
2020,2020321394,GA,36,2,1,4,Female,No response,,0 to 16 percentile,Never married,Most of the time,"Yes, important",No response,"By law, a woman should always be able to obtain an",4,DK; haven't thought much about it,Favor,No response,No response,Treatment2,American,White non-Hispanic,Independent,"12 grades, diploma or equivalency plus non-academic"
2020,2020455051,PA,69,3,1,3,Female,No response,,0 to 16 percentile,Divorced,Most of the time,"Yes, important",No response,"The law should permit abortion only in case of rape,",4,5,Favor,No response,No response,Treatment4,American,White non-Hispanic,Republican,"12 grades, diploma or equivalency"
2020,2020437497,TX,64,3,1,4,Male,Very well,,68 to 95 percentile,Married,Most of the time,"Yes, important",Agree strongly,"The law should permit abortion only in case of rape,",2,Greatly increase defense spending,Favor,Same as now,Keep these rules about the same,Treatment1,American,White non-Hispanic,Republican,"12 grades, diploma or equivalency plus non-academic"
2020,2020347648,TX,50,1,2,6,Female,No response,,68 to 95 percentile,Married,Most of the time,"Yes, important",No response,"By law, a woman should always be able to obtain an",4,4,Oppose,No response,No response,Treatment4,American,Black non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020526328,CA,34,1,1,3,Male,Moderately well,,34 to 67 percentile,Never married,About half the time,Little to no importance,Disagree somewhat,"By law, a woman should always be able to obtain an",2,Greatly decrease defense spending,Favor,Increased a lot,More difficult,Treatment1,American,White non-Hispanic,Democrat,"12 grades, diploma or equivalency"
2020,2020232623,NJ,55,2,3,6,Female,Slightly well,,34 to 67 percentile,Married,About half the time,"Yes, important",Neither agree nor disagree,"By law, a woman should always be able to obtain an",DK; haven't thought much about it,Greatly decrease defense spending,Oppose,Increased a lot,More difficult,Treatment3,American,"Asian or Pacific Islander, non-Hispanic",Independent,BA level degrees; advanced degrees incl. LLB
2020,2020504267,PA,63,3,1,4,Male,Moderately well,,No response,Married,Most of the time,"Yes, important",Agree somewhat,"The law should permit abortion only in case of rape,",2,6,Favor,Same as now,Keep these rules about the same,Treatment1,American,White non-Hispanic,Republican,"12 grades, diploma or equivalency plus non-academic"
2020,2020320360,NH,66,1,1,5,Female,Moderately well,,17 to 33 percentile,Widowed,About half the time,Little to no importance,Agree somewhat,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,3,Oppose,Increased a little,More difficult,Treatment1,American,White non-Hispanic,Democrat,"Some college, no degree; junior/community college"
2020,2020455044,NC,0,1,4,5,Male,Extremely well,,No response,"R not married/partnered, refused to say whether never married, divorced, sepa",No response,"Yes, important",No response,No response,DK; haven't thought much about it,DK; haven't thought much about it,Favor,No response,More difficult,Treatment3,American,American Indian or Alaska Native non-Hispanic,Democrat,"Some college, no degree; junior/community college"
2020,2020534961,GA,46,2,2,3,Female,Slightly well,,0 to 16 percentile,Married,Never,Little to no importance,Neither agree nor disagree,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,DK; haven't thought much about it,Favor,Decreased a lot,More difficult,Treatment3,American,Black non-Hispanic,Independent,"12 grades, diploma or equivalency"
2020,2020329695,CA,45,1,5,6,Female,Moderately well,,68 to 95 percentile,Separated,About half the time,Little to no importance,Neither agree nor disagree,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,Greatly decrease defense spending,Favor,Same as now,More difficult,Treatment3,American,Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020528980,ID,43,1,1,6,Male,Moderately well,,34 to 67 percentile,Divorced,Most of the time,Little to no importance,Agree somewhat,"The law should permit abortion only in case of rape,",2,5,Favor,Increased a little,Keep these rules about the same,Treatment4,American,White non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020202097,LA,70,3,1,3,Female,Very well,,0 to 16 percentile,Divorced,Most of the time,"Yes, important",Agree strongly,The law should permit abortion for reasons other than,Much tougher regulations to protet the environment,Greatly increase defense spending,Favor,Decreased a lot,More difficult,Treatment4,American,White non-Hispanic,Republican,"12 grades, diploma or equivalency"
2020,2020434832,AL,49,1,2,3,Female,Not well at all,,0 to 16 percentile,Never married,Never,"Yes, important",Agree strongly,"The law should permit abortion only in case of rape,",Regulations already too much of a burden on business,5,Favor,Increased a little,Keep these rules about the same,Treatment1,American,Black non-Hispanic,Democrat,"12 grades, diploma or equivalency"
2020,2020435972,MD,38,1,5,6,Female,Extremely well,,0 to 16 percentile,"Partners; not married (VOLUNTEERED [exc.1986,2012])",Most of the time,Little to no importance,Disagree strongly,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,Greatly decrease defense spending,Favor,Increased a lot,More difficult,Treatment2,American,Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020311571,AR,80,3,1,5,Female,Moderately well,,0 to 16 percentile,Married,Most of the time,"Yes, important",Agree strongly,"The law should permit abortion only in case of rape,",6,5,Favor,Same as now,More difficult,Treatment2,American,White non-Hispanic,Republican,"Some college, no degree; junior/community college"
2020,2020210616,AL,79,1,2,3,Female,Very well,,0 to 16 percentile,Widowed,About half the time,"Yes, important",Disagree strongly,"By law, a woman should always be able to obtain an",3,4,Favor,Same as now,More difficult,Treatment2,American,Black non-Hispanic,Democrat,"12 grades, diploma or equivalency"
2020,2020209685,CO,38,1,1,6,Female,Very well,,68 to 95 percentile,Married,Most of the time,Little to no importance,Neither agree nor disagree,DK; other,2,DK; haven't thought much about it,Favor,Increased a little,More difficult,Treatment3,American,White non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020353711,FL,66,3,1,4,Male,Moderately well,,17 to 33 percentile,Widowed,About half the time,"Yes, important",Agree strongly,"By law, a woman should always be able to obtain an",5,4,Favor,Decreased a little,Keep these rules about the same,Treatment2,American,White non-Hispanic,Republican,"12 grades, diploma or equivalency plus non-academic"
2020,2020327583,OK,66,1,4,5,Male,Moderately well,,0 to 16 percentile,Married,Most of the time,"Yes, important",Agree strongly,"The law should permit abortion only in case of rape,",Much tougher regulations to protet the environment,4,Favor,Same as now,More difficult,Treatment2,American,American Indian or Alaska Native non-Hispanic,Democrat,"Some college, no degree; junior/community college"
2020,2020203731,IN,58,3,1,6,Female,Moderately well,,No response,Married,Most of the time,"Yes, important",Agree somewhat,"By law, abortion should never be permitted",5,6,Favor,Decreased a little,Keep these rules about the same,Treatment1,American,White non-Hispanic,Republican,BA level degrees; advanced degrees incl. LLB
2020,2020441144,CA,37,1,1,5,Female,Slightly well,,34 to 67 percentile,Married,Most of the time,Little to no importance,Disagree strongly,"By law, a woman should always be able to obtain an",DK; haven't thought much about it,DK; haven't thought much about it,Favor,Same as now,More difficult,Treatment2,American,White non-Hispanic,Democrat,"Some college, no degree; junior/community college"
2020,2020345581,WA,0,1,1,6,Female,Slightly well,,34 to 67 percentile,Divorced,About half the time,Little to no importance,Neither agree nor disagree,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,4,Favor,Increased a little,More difficult,Treatment4,American,White non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020345680,TX,26,1,2,6,No response,No response,,No response,Married,Most of the time,"Yes, important",No response,"By law, a woman should always be able to obtain an",2,DK; haven't thought much about it,Oppose,No response,No response,Treatment3,American,Black non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020460718,AZ,64,1,1,6,Female,Extremely well,,34 to 67 percentile,Married,Once in a while,Little to no importance,Neither agree nor disagree,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,2,Favor,Same as now,Keep these rules about the same,Treatment2,American,White non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020449148,FL,28,3,1,6,Male,Extremely well,,34 to 67 percentile,Never married,Once in a while,"Yes, important",Agree strongly,The law should permit abortion for reasons other than,4,3,Favor,Increased a little,More difficult,Treatment2,American,White non-Hispanic,Republican,BA level degrees; advanced degrees incl. LLB
2020,2020522906,CA,45,1,3,6,Female,Moderately well,,34 to 67 percentile,Divorced,Once in a while,"Yes, important",Agree strongly,"By law, a woman should always be able to obtain an",DK; haven't thought much about it,3,Favor,Decreased a lot,More difficult,Treatment4,American,"Asian or Pacific Islander, non-Hispanic",Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020362227,NJ,75,2,5,4,Male,Moderately well,,34 to 67 percentile,Married,About half the time,Little to no importance,Agree strongly,"The law should permit abortion only in case of rape,",Much tougher regulations to protet the environment,DK; haven't thought much about it,Oppose,Decreased a lot,More difficult,Treatment1,American,Hispanic,Independent,"12 grades, diploma or equivalency plus non-academic"
2020,2020351722,TX,33,2,5,5,Male,No response,,No response,"Partners; not married (VOLUNTEERED [exc.1986,2012])",About half the time,"Yes, important",No response,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,DK; haven't thought much about it,Favor,No response,No response,Treatment2,American,Hispanic,Independent,"Some college, no degree; junior/community college"
2020,2020217952,MI,64,3,1,2,Male,Slightly well,,34 to 67 percentile,Married,Most of the time,Little to no importance,Agree somewhat,"By law, a woman should always be able to obtain an",4,5,Favor,Same as now,Make it easier,Treatment2,American,White non-Hispanic,Republican,"9-12 grades ('high school'), no diploma/equivalency; ; less than high school"
2020,2020317463,HI,66,1,3,3,Male,No response,,68 to 95 percentile,Married,Most of the time,Little to no importance,No response,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,DK; haven't thought much about it,Favor,No response,No response,Treatment3,American,"Asian or Pacific Islander, non-Hispanic",Democrat,"12 grades, diploma or equivalency"
2020,2020223766,TX,45,1,2,5,Male,Very well,,96 to 100 percentile,Married,Once in a while,Little to no importance,Disagree somewhat,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,2,Favor,Same as now,More difficult,Treatment1,American,Black non-Hispanic,Democrat,"Some college, no degree; junior/community college"
2020,2020514202,FL,80,3,1,6,Female,Very well,,0 to 16 percentile,Widowed,Most of the time,"Yes, important",Agree strongly,"The law should permit abortion only in case of rape,",DK; haven't thought much about it,4,Favor,Increased a little,More difficult,Treatment1,American,White non-Hispanic,Republican,BA level degrees; advanced degrees incl. LLB
2020,2020207979,IN,58,1,1,6,Female,Very well,,34 to 67 percentile,Never married,About half the time,"Yes, important",Agree somewhat,The law should permit abortion for reasons other than,3,6,Favor,Same as now,Keep these rules about the same,Treatment4,American,White non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020222183,MA,73,2,1,5,Female,Moderately well,,17 to 33 percentile,"Partners; not married (VOLUNTEERED [exc.1986,2012])",Most of the time,"Yes, important",Disagree strongly,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,2,Favor,Same as now,More difficult,Treatment4,American,White non-Hispanic,Independent,"Some college, no degree; junior/community college"
2020,2020338927,IA,46,3,1,3,Male,Moderately well,,68 to 95 percentile,Married,Most of the time,"Yes, important",Neither agree nor disagree,"By law, a woman should always be able to obtain an",Regulations already too much of a burden on business,DK; haven't thought much about it,Favor,Decreased a lot,Keep these rules about the same,Treatment3,American,White non-Hispanic,Republican,"12 grades, diploma or equivalency"
2020,2020454577,MI,0,3,1,6,Male,Extremely well,,68 to 95 percentile,Married,About half the time,"Yes, important",Agree strongly,"The law should permit abortion only in case of rape,",Regulations already too much of a burden on business,Greatly increase defense spending,Oppose,Decreased a lot,Make it easier,Treatment2,American,White non-Hispanic,Republican,BA level degrees; advanced degrees incl. LLB
2020,2020201155,OH,28,3,1,6,Female,Moderately well,,68 to 95 percentile,Married,Most of the time,Little to no importance,Agree somewhat,"By law, a woman should always be able to obtain an",4,4,Favor,Decreased a little,More difficult,Treatment2,American,White non-Hispanic,Republican,BA level degrees; advanced degrees incl. LLB
2020,2020211121,CA,54,2,5,2,Male,Slightly well,,0 to 16 percentile,Divorced,About half the time,"Yes, important",Agree strongly,"By law, abortion should never be permitted",4,5,Favor,Decreased a little,More difficult,Treatment4,American,Hispanic,Independent,"9-12 grades ('high school'), no diploma/equivalency; ; less than high school"
2020,2020206006,CA,41,1,1,5,Male,Very well,,0 to 16 percentile,Divorced,No response,"Yes, important",Agree strongly,DK; other,No response,DK; haven't thought much about it,Favor,Same as now,Keep these rules about the same,Treatment4,American,White non-Hispanic,Democrat,"Some college, no degree; junior/community college"
2020,2020526618,NC,35,1,2,3,Male,Very well,,34 to 67 percentile,Married,Once in a while,Little to no importance,Neither agree nor disagree,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,DK; haven't thought much about it,Favor,Same as now,More difficult,Treatment4,American,Black non-Hispanic,Democrat,"12 grades, diploma or equivalency"
2020,2020414982,FL,41,3,1,6,Female,Moderately well,,68 to 95 percentile,"Partners; not married (VOLUNTEERED [exc.1986,2012])",About half the time,"Yes, important",Neither agree nor disagree,"By law, abortion should never be permitted",4,4,Favor,Same as now,Keep these rules about the same,Treatment1,American,White non-Hispanic,Republican,BA level degrees; advanced degrees incl. LLB
2020,2020340272,WI,58,1,2,5,Female,Not well at all,,17 to 33 percentile,Never married,Once in a while,"Yes, important",Neither agree nor disagree,"By law, abortion should never be permitted",2,Greatly increase defense spending,Favor,Same as now,More difficult,Treatment4,American,Black non-Hispanic,Democrat,"Some college, no degree; junior/community college"
2020,2020218825,NJ,80,3,1,6,Male,Moderately well,,68 to 95 percentile,"Partners; not married (VOLUNTEERED [exc.1986,2012])",About half the time,"Yes, important",Agree strongly,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,4,Favor,Decreased a lot,More difficult,Treatment1,American,White non-Hispanic,Republican,BA level degrees; advanced degrees incl. LLB
2020,2020465904,GA,23,1,2,3,Female,Extremely well,,0 to 16 percentile,"Partners; not married (VOLUNTEERED [exc.1986,2012])",Once in a while,"Yes, important",Neither agree nor disagree,"By law, a woman should always be able to obtain an",Regulations already too much of a burden on business,Greatly increase defense spending,Oppose,Same as now,Keep these rules about the same,Treatment2,American,Black non-Hispanic,Democrat,"12 grades, diploma or equivalency"
2020,2020401474,OR,27,1,2,5,Female,Slightly well,,0 to 16 percentile,"Partners; not married (VOLUNTEERED [exc.1986,2012])",Once in a while,Little to no importance,Neither agree nor disagree,"By law, abortion should never be permitted",Much tougher regulations to protet the environment,5,Favor,Increased a lot,No response,Treatment4,American,Black non-Hispanic,Democrat,"Some college, no degree; junior/community college"
2020,2020332240,TN,77,3,1,3,Male,Slightly well,,17 to 33 percentile,Widowed,Once in a while,"Yes, important",Agree somewhat,"By law, abortion should never be permitted",6,4,Favor,Decreased a lot,Make it easier,Treatment2,American,White non-Hispanic,Republican,"12 grades, diploma or equivalency"
2020,2020441779,CO,37,1,4,5,Male,Extremely well,,17 to 33 percentile,"Partners; not married (VOLUNTEERED [exc.1986,2012])",Never,"Yes, important",Disagree strongly,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,Greatly increase defense spending,Favor,Increased a lot,More difficult,Treatment1,American,American Indian or Alaska Native non-Hispanic,Democrat,"Some college, no degree; junior/community college"
2020,2020353414,TX,67,1,2,4,Male,Moderately well,,0 to 16 percentile,Married,Never,"Yes, important",Agree somewhat,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,6,Favor,Same as now,Keep these rules about the same,Treatment3,American,Black non-Hispanic,Democrat,"12 grades, diploma or equivalency plus non-academic"
2020,2020515014,TN,68,1,2,3,Female,Moderately well,,34 to 67 percentile,Married,About half the time,"Yes, important",Agree somewhat,"The law should permit abortion only in case of rape,",DK; haven't thought much about it,DK; haven't thought much about it,Favor,Same as now,More difficult,Treatment3,American,Black non-Hispanic,Democrat,"12 grades, diploma or equivalency"
2020,2020403487,MT,24,2,1,5,Male,No response,,17 to 33 percentile,Married,Once in a while,Little to no importance,No response,DK; other,DK; haven't thought much about it,DK; haven't thought much about it,Favor,No response,No response,Treatment3,American,White non-Hispanic,Independent,"Some college, no degree; junior/community college"
2020,2020430359,FL,54,3,1,6,Female,Extremely well,,0 to 16 percentile,Married,About half the time,"Yes, important",Agree somewhat,"By law, abortion should never be permitted",6,5,Oppose,Decreased a lot,Keep these rules about the same,Treatment1,American,White non-Hispanic,Republican,BA level degrees; advanced degrees incl. LLB
2020,2020420260,OK,30,1,6,5,Female,Very well,,34 to 67 percentile,Married,Once in a while,Little to no importance,Disagree somewhat,The law should permit abortion for reasons other than,3,Greatly increase defense spending,Favor,Same as now,More difficult,Treatment2,American,"Other or multiple races, non-Hispanic",Democrat,"Some college, no degree; junior/community college"
2020,2020234339,CA,64,3,4,3,Female,Moderately well,,68 to 95 percentile,Married,Most of the time,"Yes, important",Agree strongly,The law should permit abortion for reasons other than,5,6,Favor,Decreased a lot,Keep these rules about the same,Treatment2,American,American Indian or Alaska Native non-Hispanic,Republican,"12 grades, diploma or equivalency"
2020,2020464291,IN,49,2,1,9,Male,Very well,,96 to 100 percentile,Married,Most of the time,Little to no importance,Neither agree nor disagree,"By law, a woman should always be able to obtain an",2,3,Favor,Increased a little,More difficult,Treatment4,American,White non-Hispanic,Independent,No response
2020,2020330183,NC,43,3,1,5,Male,Very well,,68 to 95 percentile,Married,Most of the time,"Yes, important",Agree strongly,"The law should permit abortion only in case of rape,",Regulations already too much of a burden on business,6,Oppose,Decreased a little,Keep these rules about the same,Treatment4,American,White non-Hispanic,Republican,"Some college, no degree; junior/community college"
2020,2020520931,CA,53,1,3,6,Female,Moderately well,,34 to 67 percentile,Never married,About half the time,Little to no importance,Disagree strongly,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,Greatly decrease defense spending,Favor,Same as now,More difficult,Treatment4,American,"Asian or Pacific Islander, non-Hispanic",Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020210180,PA,60,3,1,3,Female,Very well,,34 to 67 percentile,Separated,Never,Little to no importance,Agree somewhat,"By law, a woman should always be able to obtain an",3,6,Favor,Same as now,Keep these rules about the same,Treatment1,American,White non-Hispanic,Republican,"12 grades, diploma or equivalency"
2020,2020226505,MD,0,3,1,6,Female,Moderately well,,No response,Married,Most of the time,Little to no importance,Agree somewhat,"The law should permit abortion only in case of rape,",Regulations already too much of a burden on business,6,No response,No response,Keep these rules about the same,Treatment1,American,White non-Hispanic,Republican,BA level degrees; advanced degrees incl. LLB
2020,2020400396,LA,46,3,1,5,Female,Not well at all,,34 to 67 percentile,Divorced,Most of the time,"Yes, important",Agree somewhat,"The law should permit abortion only in case of rape,",Much tougher regulations to protet the environment,6,Favor,Decreased a lot,Keep these rules about the same,Treatment4,American,White non-Hispanic,Republican,"Some college, no degree; junior/community college"
2020,2020207863,IN,64,3,1,6,Male,Moderately well,,34 to 67 percentile,Widowed,Once in a while,"Yes, important",Neither agree nor disagree,"By law, abortion should never be permitted",DK; haven't thought much about it,DK; haven't thought much about it,Favor,Same as now,More difficult,Treatment2,American,White non-Hispanic,Republican,BA level degrees; advanced degrees incl. LLB
2020,2020449957,FL,73,1,1,5,Male,Extremely well,,17 to 33 percentile,Married,About half the time,Little to no importance,Agree strongly,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,Greatly decrease defense spending,Favor,Increased a little,More difficult,Treatment3,American,White non-Hispanic,Democrat,"Some college, no degree; junior/community college"
2020,2020417714,CA,62,1,2,3,Female,No response,,0 to 16 percentile,Widowed,Most of the time,Little to no importance,No response,"By law, a woman should always be able to obtain an",Regulations already too much of a burden on business,6,Favor,No response,No response,Treatment3,American,Black non-Hispanic,Democrat,"12 grades, diploma or equivalency"
2020,2020322199,IL,80,3,1,5,Male,Very well,,17 to 33 percentile,Widowed,Once in a while,"Yes, important",Agree somewhat,"By law, a woman should always be able to obtain an",5,5,Favor,Same as now,Keep these rules about the same,Treatment4,American,White non-Hispanic,Republican,"Some college, no degree; junior/community college"
2020,2020225113,NH,72,1,1,6,Female,Very well,,68 to 95 percentile,Married,Most of the time,Little to no importance,Disagree strongly,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,3,Favor,Increased a little,More difficult,Treatment2,American,White non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020217792,PA,38,3,1,6,Male,Moderately well,,34 to 67 percentile,Married,Most of the time,"Yes, important",Agree strongly,"The law should permit abortion only in case of rape,",3,4,Favor,Same as now,More difficult,Treatment3,American,White non-Hispanic,Republican,BA level degrees; advanced degrees incl. LLB
2020,2020224486,MI,55,3,1,4,Male,Moderately well,,34 to 67 percentile,Married,Once in a while,"Yes, important",Agree strongly,"By law, abortion should never be permitted",2,6,Oppose,Same as now,Keep these rules about the same,Treatment1,American,White non-Hispanic,Republican,"12 grades, diploma or equivalency plus non-academic"
2020,2020464529,CO,51,3,1,6,Male,Moderately well,,68 to 95 percentile,Married,Most of the time,Little to no importance,Agree somewhat,"By law, a woman should always be able to obtain an",5,6,Favor,Increased a little,More difficult,Treatment3,American,White non-Hispanic,Republican,BA level degrees; advanced degrees incl. LLB
2020,2020218535,FL,40,1,1,6,Female,Very well,,68 to 95 percentile,Married,Once in a while,Little to no importance,Disagree somewhat,"By law, a woman should always be able to obtain an",2,4,Favor,Same as now,More difficult,Treatment1,American,White non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020414708,PA,76,3,1,3,Female,Moderately well,,17 to 33 percentile,Widowed,Most of the time,"Yes, important",Neither agree nor disagree,"The law should permit abortion only in case of rape,",DK; haven't thought much about it,DK; haven't thought much about it,Favor,Same as now,Keep these rules about the same,Treatment4,American,White non-Hispanic,Republican,"12 grades, diploma or equivalency"
2020,2020428707,NV,46,3,5,5,Female,Moderately well,,34 to 67 percentile,Married,Once in a while,"Yes, important",Disagree somewhat,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,Greatly increase defense spending,Favor,Same as now,Keep these rules about the same,Treatment1,American,Hispanic,Republican,"Some college, no degree; junior/community college"
2020,2020222992,VA,55,2,1,4,Female,Moderately well,,68 to 95 percentile,Married,Most of the time,"Yes, important",Agree somewhat,"The law should permit abortion only in case of rape,",3,6,Favor,Same as now,Keep these rules about the same,Treatment1,American,White non-Hispanic,Independent,"12 grades, diploma or equivalency plus non-academic"
2020,2020206181,TX,30,3,2,6,Male,Extremely well,,68 to 95 percentile,Never married,Most of the time,"Yes, important",Agree strongly,"The law should permit abortion only in case of rape,",6,6,Favor,Same as now,Keep these rules about the same,Treatment4,American,Black non-Hispanic,Republican,BA level degrees; advanced degrees incl. LLB
2020,2020444549,NC,31,1,6,6,Female,Extremely well,,0 to 16 percentile,Never married,Never,"Yes, important",Agree strongly,"By law, a woman should always be able to obtain an",DK; haven't thought much about it,DK; haven't thought much about it,Favor,Same as now,More difficult,Treatment1,American,"Other or multiple races, non-Hispanic",Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020352725,PA,24,1,1,6,Female,Very well,,17 to 33 percentile,Never married,Most of the time,Little to no importance,Disagree somewhat,"By law, a woman should always be able to obtain an",2,2,Favor,Increased a lot,More difficult,Treatment4,American,White non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020339036,NY,40,3,6,6,Female,Extremely well,,0 to 16 percentile,Married,Once in a while,"Yes, important",Agree strongly,"By law, abortion should never be permitted",Much tougher regulations to protet the environment,Greatly increase defense spending,Favor,Increased a little,More difficult,Treatment1,American,"Other or multiple races, non-Hispanic",Republican,BA level degrees; advanced degrees incl. LLB
2020,2020344939,WI,37,1,3,6,Female,Moderately well,,17 to 33 percentile,Married,About half the time,"Yes, important",Agree somewhat,The law should permit abortion for reasons other than,Regulations already too much of a burden on business,3,Favor,Increased a little,More difficult,Treatment1,American,"Asian or Pacific Islander, non-Hispanic",Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020352787,AL,0,2,1,4,Male,Moderately well,,17 to 33 percentile,"R not married/partnered, refused to say whether never married, divorced, sepa",Most of the time,"Yes, important",Disagree somewhat,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,Greatly decrease defense spending,Favor,Increased a lot,Keep these rules about the same,Treatment4,American,White non-Hispanic,Independent,"12 grades, diploma or equivalency plus non-academic"
2020,2020231859,MI,58,1,2,6,Female,Moderately well,,68 to 95 percentile,Married,Most of the time,"Yes, important",Agree strongly,"The law should permit abortion only in case of rape,",3,4,Favor,Same as now,Keep these rules about the same,Treatment1,American,Black non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020300731,KS,42,3,1,5,Female,Moderately well,,34 to 67 percentile,Married,Most of the time,"Yes, important",Neither agree nor disagree,"The law should permit abortion only in case of rape,",5,Greatly increase defense spending,Favor,Decreased a little,Keep these rules about the same,Treatment1,American,White non-Hispanic,Republican,"Some college, no degree; junior/community college"
2020,2020528676,NY,69,1,1,6,Male,Extremely well,,No response,Married,Most of the time,Little to no importance,Disagree strongly,"By law, a woman should always be able to obtain an",3,3,Favor,Increased a lot,More difficult,Treatment4,American,White non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020316729,NY,65,1,5,6,Female,Moderately well,,34 to 67 percentile,Married,Most of the time,"Yes, important",Disagree somewhat,"By law, a woman should always be able to obtain an",2,6,Favor,Increased a little,More difficult,Treatment1,American,Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020359764,UT,0,3,1,4,Female,Slightly well,,34 to 67 percentile,"Partners; not married (VOLUNTEERED [exc.1986,2012])",Once in a while,"Yes, important",Agree somewhat,"The law should permit abortion only in case of rape,",3,5,Favor,Same as now,Keep these rules about the same,Treatment4,American,White non-Hispanic,Republican,"12 grades, diploma or equivalency plus non-academic"
